number;date;year;session;plot;transect;block;cage;species;invasiveness;density;treatment;actual_treatment;failed_exc;survival_detailed;survival;viability;damage;weevil;root_lenght;shoot_lenght;notes
624;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
625;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
626;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
627;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
628;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
629;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
630;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
631;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
632;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
633;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
634;30/06/2022;2022;s1_22;wild;w1;J15;w1J15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
635;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
636;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
637;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
638;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
639;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
640;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
641;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
642;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
643;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
644;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
645;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
646;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
647;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOexclusion;SO;native;13;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
648;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
649;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
650;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
651;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
652;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
653;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
654;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
655;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
656;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
657;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
658;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
659;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
660;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROexclusion;RO;invasive;13;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
661;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
662;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
663;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
664;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
665;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
666;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
667;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
668;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
669;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
670;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
671;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
672;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
673;30/06/2022;2022;s1_22;wild;w2;A13;w2A13SOcontrol;SO;native;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
674;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
675;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
676;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
677;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
678;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
679;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
680;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
681;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
682;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
683;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
684;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
685;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
686;30/06/2022;2022;s1_22;wild;w2;A13;w2A13ROcontrol;RO;invasive;13;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
687;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOexclusion;SO;native;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
688;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOexclusion;SO;native;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;
689;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOexclusion;SO;native;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
690;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOexclusion;SO;native;7;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
691;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOexclusion;SO;native;7;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
692;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOexclusion;SO;native;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;
693;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOexclusion;SO;native;7;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
694;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
695;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
696;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;ger_root;germinated;viable;insect;NA;NA;0,4;rot root
697;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
698;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
699;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
700;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROexclusion;RO;invasive;7;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
701;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
702;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
703;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
704;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
705;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
706;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
707;30/06/2022;2022;s1_22;wild;w2;B7;w2B7SOcontrol;SO;native;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
708;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
709;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
710;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
711;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
712;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
713;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
714;30/06/2022;2022;s1_22;wild;w2;B7;w2B7ROcontrol;RO;invasive;7;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
715;30/06/2022;2022;s1_22;wild;w2;C3;w2C3SOexclusion;SO;native;3;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;escaped;NA;NA;
716;30/06/2022;2022;s1_22;wild;w2;C3;w2C3SOexclusion;SO;native;3;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
717;30/06/2022;2022;s1_22;wild;w2;C3;w2C3SOexclusion;SO;native;3;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
718;30/06/2022;2022;s1_22;wild;w2;C3;w2C3ROexclusion;RO;invasive;3;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
719;30/06/2022;2022;s1_22;wild;w2;C3;w2C3ROexclusion;RO;invasive;3;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
720;30/06/2022;2022;s1_22;wild;w2;C3;w2C3ROexclusion;RO;invasive;3;exclusion;exclusion;ok;not_ger;not_ger;viable;insect;NA;1,2;NA;rot root
721;30/06/2022;2022;s1_22;wild;w2;C3;w2C3SOcontrol;SO;native;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
722;30/06/2022;2022;s1_22;wild;w2;C3;w2C3SOcontrol;SO;native;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;
723;30/06/2022;2022;s1_22;wild;w2;C3;w2C3SOcontrol;SO;native;3;control;control;ok;ger_root;germinated;viable;NA;NA;0,8;NA;
724;30/06/2022;2022;s1_22;wild;w2;C3;w2C3ROcontrol;RO;invasive;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
725;30/06/2022;2022;s1_22;wild;w2;C3;w2C3ROcontrol;RO;invasive;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
726;30/06/2022;2022;s1_22;wild;w2;C3;w2C3ROcontrol;RO;invasive;3;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
727;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
728;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
729;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
730;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
731;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
732;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
733;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
734;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
735;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
736;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
737;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
738;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
739;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
740;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
741;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOexclusion;SO;native;15;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
742;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
743;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;ger_root;germinated;viable;mold;NA;0,3;NA;rot root
744;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
745;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
746;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
747;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
748;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
749;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;ger_root;germinated;viable;mold;NA;0,6;NA;rot root
750;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;insect;inside_alive;NA;NA;
751;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
752;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
753;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;damaged;damaged;not_viable;mold;NA;NA;NA;
754;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
755;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
756;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROexclusion;RO;invasive;15;exclusion;exclusion;ok;not_ger;not_ger;viable;NA;NA;NA;NA;
757;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
758;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
759;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
760;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
761;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
762;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
763;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
764;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
765;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
766;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
767;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
768;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
769;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
770;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
771;30/06/2022;2022;s1_22;wild;w2;D15;w2D15SOcontrol;SO;native;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
772;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
773;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
774;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
775;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
776;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
777;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
778;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
779;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
780;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
781;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
782;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
783;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
784;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
785;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
786;30/06/2022;2022;s1_22;wild;w2;D15;w2D15ROcontrol;RO;invasive;15;control;control;ok;missing;missing;missing;NA;NA;NA;NA;am
787;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
788;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
789;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
790;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
791;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
792;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
793;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
794;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
795;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
796;30/06/2022;2022;s1_22;wild;w2;E11;w2E11SOexclusion;SO;native;11;exclusion;control;failed;missing;missing;missing;NA;NA;NA;NA;am
